得意先ＣＤ,得意先名,得意先名カナ,得意先名略称,郵便番号,住所１,住所２,電話番号,ＦＡＸ,売掛現金区分,電話確認区分,締区分,締日１,締日２,締日３,締日４,支払サイト,支払日,集金区分,請求先ＣＤ,ＷＥＢ表示区分,取扱区分,帳票出力順,ＩＤ,パスワード,備考,数量確定フラグ,税区分,軽減税率区分,部署ＣＤ,修正担当者ＣＤ,修正日
10201,学校法人　大石学園　三井幼稚園,ｶﾞｯｺｳﾎｳｼﾞﾝ ｵｵｲｼｶﾞｸｴﾝ ﾐｲﾖｳﾁｴﾝ,三井幼稚園,838-0111,福岡県小郡市吹上1060,,0942-72-6984,0942-72-1195,1,0,0,99,0,0,0,1,99,1,10201,0,0,464,,,,0,1,0,1,2,2014/11/10 10:06:33
10300,こりす保育園,ｺﾘｽﾎｲｸｴﾝ,こりす保育園,810-0032,福岡市中央区輝国2-8-24,,090-7293-6200,,0,0,0,99,0,0,0,1,99,1,10300,0,0,0,,,,1,1,0,1,2,2014/10/30 16:44:47
10400,けいあい保育園,ｹｲｱｲﾎｲｸｴﾝ,けいあい保育園,812-0044,福岡県福岡市博多区千代1丁目1-55,,092-631-2255,,1,0,0,99,0,0,0,1,99,1,10400,0,0,93,,,,1,1,0,1,2,2014/12/26 11:00:58
10402,社会福祉法人　敬愛園　けいあい保育園（アットホーム福岡),ｼｬｶｲﾌｸｼﾎｳｼﾞﾝ ｹｲｱｲｴﾝ ｹｲｱｲﾎｲｸｴﾝ(,けいあい保育園,812-0044,福岡県福岡市博多区千代1丁目1-55,,092-631-2255,,1,0,0,99,0,0,0,1,99,1,10402,0,0,93,,,,1,1,0,1,2,2014/10/30 16:44:43
10500,託児所　あしあとの樹,ﾀｸｼﾞｼｮ ｱｼｱﾄﾉｷ,あしあとの樹,819-0005,福岡市西区内浜2-32-15,,092-834-9111,092-834-9181,1,0,0,99,0,0,0,1,99,1,10500,0,0,467,,,,1,1,0,1,2,2015/01/07 11:36:23
10600,にしじん森の子保育園,ﾆｼｼﾞﾝﾓﾘﾉｺﾎｲｸｴﾝ,森の子保育園,814-0003,福岡市早良区城西3-21-15,ジョイフル西新2F,092-833-1230,092-833-1231,1,0,0,99,0,0,0,1,99,1,10600,0,0,467,,,,0,1,0,1,2,2018/08/06 10:14:17
10700,わかば保育園,ﾜｶﾊﾞﾎｲｸｴﾝ,わかば保育園,812-0888,福岡市博多区板付3丁目15-2,,092-582-9235,092-582-7611,1,0,0,99,0,0,0,1,99,1,10700,0,0,0,,,,1,1,0,1,6,2022/02/01 15:27:52
10703,わかば保育園　おやつ,ﾜｶﾊﾞﾎｲｸｴﾝ ｵﾔﾂ,わかば保育園,812-0888,福岡市博多区板付3丁目15-2,,092-582-9235,092-582-7611,1,0,0,99,0,0,0,1,99,1,10700,0,0,0,,,,1,1,0,1,2,2015/02/09 11:45:41
10800,大野幼稚園,ｵｵﾉﾖｳﾁｴﾝ,大野幼稚園,816-0934,福岡県大野城市曙町1-2-27,,092-572-8662,092-572-8670,1,0,0,99,0,0,0,1,99,1,10800,0,0,334,,,,1,1,0,1,5,2015/03/18 13:38:47
10801,大野幼稚園,ｵｵﾉﾖｳﾁｴﾝ,大野幼稚園,816-0934,福岡県大野城市曙町1-2-27,,092-572-8662,092-572-8670,1,0,0,99,0,0,0,1,99,1,10801,0,0,334,,,,1,1,0,1,2,2015/09/16 11:25:14
10900,やまのみ保育園,ﾔﾏﾉﾐﾎｲｸｴﾝ,やまのみ保育園,813-0001,福岡県福岡市東区唐原5丁目10-22,,092-672-1022,092-672-1066,1,0,0,99,0,0,0,1,99,1,10900,0,0,0,,,,1,1,0,1,2,2015/01/23 11:38:22
10901,やまのみ保育園　別注,ﾔﾏﾉﾐﾎｲｸｴﾝ ﾍﾞｯﾁｭｳ,やまのみ保育園　別注,813-0001,福岡県福岡市東区唐原5丁目10-22,,092-672-1022,092-672-1066,1,0,0,99,0,0,0,1,99,1,10901,0,0,0,,,,1,1,0,1,2,2015/01/23 11:38:58
10902,やまのみ保育園　先生用,ﾔﾏﾉﾐﾎｲｸｴﾝ ｾﾝｾｲﾖｳ,やまのみ保育園　先生用,813-0001,福岡県福岡市東区唐原5丁目10-22,,092-672-1022,092-672-1066,1,0,0,99,0,0,0,1,99,1,10902,0,0,0,,,,1,1,0,1,2,2015/01/23 11:39:15
10903,やまのみ保育園　タウン園児,ﾔﾏﾉﾐﾎｲｸｴﾝ ﾀｳﾝｴﾝｼﾞ,やまのみ保育園　タウン園児,813-0001,福岡県福岡市東区唐原5丁目10-22,,092-672-1022,092-672-1066,1,0,0,99,0,0,0,1,99,1,10903,0,0,0,,,,1,1,0,1,2,2015/02/03 9:07:17
10904,やまのみ保育園　おやつ,ﾔﾏﾉﾐﾎｲｸｴﾝ ｵﾔﾂ,やまのみ保育園　おやつ,813-0001,福岡県福岡市東区唐原5丁目10-22,,092-672-1022,092-672-1066,1,0,0,99,0,0,0,1,99,1,10900,0,0,0,,,,1,1,0,1,2,2015/02/09 13:17:21
11000,託児ルーム　アンジュ・ブラン,ﾀｸｼﾞﾙｰﾑ ｱﾝｼﾞｭ･ﾌﾞﾗﾝ,アンジュブラン,814-0006,福岡市早良区百道3-6-9,,092-215-1234,215-1234,1,0,0,99,0,0,0,1,99,1,11000,0,0,462,,,,1,1,0,1,2,2025/09/02 16:13:17
11100,須玖幼稚園　×使用しない,"ｽｸﾞﾖｳﾁｴﾝ ",須玖幼稚園,816-.864,福岡県春日市須玖北8-56,,092-582-9830,092-582-9831,1,0,0,99,0,0,0,1,99,1,11100,0,0,265,,,,0,1,0,1,2,2025/09/02 15:22:53
11200,松崎幼稚園,ﾏﾂｻﾞｷﾖｳﾁｴﾝ,松崎幼稚園,813-0041,福岡県福岡市東区水谷1-19-30,,092-681-2213,092-674-6911,1,0,0,99,0,0,0,1,99,1,11200,0,0,79,,,,0,1,0,1,2,2015/03/10 14:25:33
11201,松崎幼稚園,ﾏﾂｻﾞｷﾖｳﾁｴﾝ,松崎幼稚園,813-0041,福岡県福岡市東区水谷1-19-30,,092-681-2213,092-674-6911,1,0,0,99,0,0,0,1,99,1,11201,0,0,79,,,,0,1,0,1,2,2015/04/14 13:47:46
11300,清星幼稚園,ｾｲｾｲﾖｳﾁｴﾝ,清星幼稚園,811-1344,福岡市南区三宅1-17-12,,092-541-6820,092-541-6821,1,0,0,99,0,0,0,1,99,1,11300,0,0,225,,,,0,1,0,1,2,2015/03/10 13:03:45
11400,双葉中央保育園,ﾌﾀﾊﾞﾁｭｳｵｳﾎｲｸｴﾝ,双葉中央保育園,811-3217,福岡県福津市中央5-1-4,,0940-42-3067,0940-42-3067,1,0,0,99,0,0,0,1,99,1,11400,0,0,32,,,,1,1,0,1,2,2015/03/27 15:32:06
11500,Kids　JR　高取,Kids JR ﾀｶﾄﾘ,KidsJR高取,814-0012,福岡市早良区昭代3-7-9,,092-407-6997,092-407-6997,1,0,0,99,0,0,0,1,99,1,11500,0,0,0,,,,1,1,0,1,9,2015/04/23 10:56:13
11501,Kids　JR　高取,Kids JR ﾀｶﾄﾘ,KidsJR高取,814-0012,福岡市早良区昭代3-7-9,,092-407-6997,092-407-6997,1,0,0,99,0,0,0,1,99,1,11501,0,0,0,,,,1,1,0,1,2,2015/11/16 15:06:13
11502,Kids　JR　高取　先生用,Kids JR ﾀｶﾄﾘ ｾﾝｾｲﾖｳ,KidsJR高取,814-0012,福岡市早良区昭代3-7-9,,092-407-6997,092-407-6997,1,0,0,99,0,0,0,1,99,1,11502,0,0,0,,,,1,1,0,1,2,2015/11/16 15:07:03
11600,須玖幼稚園,ｽｸﾞﾖｳﾁｴﾝ,須玖幼稚園,816-0871,春日市須玖北8-56,,092-582-9830,092-582-9831,1,0,0,99,0,0,0,1,99,1,11600,0,0,265,,,,1,1,0,1,6,2015/03/25 8:53:53
11601,須玖幼稚園　保護者の会,ｽｸﾞﾖｳﾁｴﾝ ﾎｺﾞｼｬﾉｶｲ,須玖　保護者の会,816-0871,春日市須玖北8-56,,092-582-9830,092-582-9831,1,0,0,99,0,0,0,1,99,1,11601,0,0,265,,,,1,1,0,1,2,2025/09/02 15:23:05
11700,夜須幼稚園,ﾔｽﾖｳﾁｴﾝ,夜須幼稚園,838-0214,福岡県朝倉郡筑前町東小田1864,,0946-42-5199,0946-42-2207,1,0,0,99,0,0,0,1,99,1,11700,0,0,463,,,,1,1,0,1,6,2017/07/05 12:56:39
11800,南ヶ丘託児所　こぐま園,ﾐﾅﾐｶﾞｵｶﾀｸｼﾞｼｮ ｺｸﾞﾏｴﾝ,南ヶ丘　こぐま園,816-0964,大野城市南ヶ丘5-8-22,,092-596-5902,092-596-5902,1,0,0,99,0,0,0,1,99,1,11800,0,0,309,,,,1,1,0,1,2,2015/03/23 9:49:40
11900,キッズサポート博多中央,ｷｯｽﾞｻﾎﾟｰﾄﾊｶﾀﾁｭｳｵｳ,キッズサポート博多中央,812-0039,福岡市博多区冷泉町12-8,アサヒプラザ１F,092-262-5566,,1,0,0,99,0,0,0,1,99,1,11900,0,0,103,,,,1,1,0,1,2,2015/03/27 9:27:57
12000,にじいろの光保育園,ﾆｼﾞｲﾛﾉﾋｶﾘﾎｲｸｴﾝ,にじいろの光保育園,,春日市一の谷2-6,,092-574-1073,,1,0,0,99,0,0,0,1,99,1,12000,0,0,0,,,,1,1,0,1,2,2015/04/08 13:53:52
12100,大濠すくすく保育園,ｵｵﾎﾘｽｸｽｸﾎｲｸｴﾝ,大濠すくすく保育園,810-0062,福岡市中央区荒戸1-4-17,,092-781-3535,,1,0,0,99,0,0,0,1,99,1,12100,0,0,467,,,,1,1,0,1,6,2015/10/13 13:22:55
12200,九州医療センター　ひまわり保育園,ｷｭｳｼｭｳｲﾘｮｳｾﾝﾀｰ ﾋﾏﾜﾘﾎｲｸｴﾝ,ひまわり保育園,814-0001,福岡県福岡市早良区百道浜1-6-1,,092-834-1161,092-834-1162,1,0,0,99,0,0,0,1,99,1,12200,0,0,461,,,,1,1,0,1,6,2015/11/19 11:07:08
12300,那珂の森保育園,ﾅｶﾉﾓﾘﾎｲｸｴﾝ,那珂の森保育園,811-1251,福岡県筑紫郡那珂川町大字五郎丸3丁目16-1,,092-952-0585,,1,0,0,99,0,0,0,1,99,1,12300,0,0,0,,,,1,1,0,1,6,2018/05/25 15:10:39
12400,アイランドシティコスモス保育園,ｱｲﾗﾝﾄﾞｼﾃｨｺｽﾓｽﾎｲｸｴﾝ,アイランドシティ,813-0017,福岡県福岡市東区香椎照葉2丁目2-11,,092-662-1501,092-662-1502,1,0,0,99,0,0,0,1,99,1,12400,0,0,0,,,,1,1,0,1,2,2015/06/24 15:57:17
12401,寺塚コスモス保育園,ﾃﾗﾂﾞｶｺｽﾓｽﾎｲｸｴﾝ,寺塚コスモｽ,815-0074,福岡市南区寺塚1-21-20,,,,1,0,0,99,0,0,0,1,99,1,12401,0,0,0,,,,1,1,0,1,2,2015/06/24 15:58:22
12402,笹丘コスモス保育園,ｻｻｵｶｺｽﾓｽﾎｲｸｴﾝ,笹丘コスモス,810-0034,福岡市中央区笹丘3-2-1,,,,1,0,0,99,0,0,0,1,99,1,12402,0,0,0,,,,1,1,0,1,2,2015/06/24 15:59:49
12403,伊都コスモス保育園,ｲﾄｺｽﾓｽﾎｲｸｴﾝ,伊都コスモス,819-0367,福岡市西区西都2-20-10,,,,1,0,0,99,0,0,0,1,99,1,12403,0,0,0,,,,1,1,0,1,2,2015/06/24 16:00:57
12404,杜の宮コスモス保育園,ﾓﾘﾉﾐﾔｺｽﾓｽﾎｲｸｴﾝ,杜の宮コスモス,811-0122,糟屋郡新宮町杜の宮3-12-1,,,,1,0,0,99,0,0,0,1,99,1,12404,0,0,0,,,,1,1,0,1,2,2015/06/24 16:09:52
12405,下府コスモス保育園,ｼﾓﾉﾌｺｽﾓｽﾎｲｸｴﾝ,下府コスモス,811-0112,糟屋郡新宮町下府6-13-41,,,,1,0,0,99,0,0,0,1,99,1,12405,0,0,0,,,,1,1,0,1,2,2015/06/24 16:12:53
12500,あおりんご,ｱｵﾘﾝｺﾞ,あおりんご,,春日市大谷5-3,,092-558-7531,092-558-7541,1,0,0,99,0,0,0,1,99,1,12500,0,0,0,,,,1,1,0,1,3,2017/08/04 17:43:41
12600,㈱医倖会　さかいの樹　若久,ｲｺｳｶｲ ｻｶｲﾉｷ ﾜｶﾋｻ,さかいの樹　若久,815-0042,福岡市南区若久1-1-22,,092-555-2347,092-554-3089,1,0,0,99,0,0,0,1,99,1,12600,0,0,215,,,,1,1,0,1,2,2016/12/01 14:59:14
12700,太郎保育園,ﾀﾛｳﾎｲｸｴﾝ,太郎保育園,819-0384,福岡市西区太郎丸2-7-3,,092-806-2821,092-806-2874,1,0,0,99,0,0,0,1,99,1,12700,0,0,0,,,,1,1,0,1,2,2015/08/17 9:10:15
12703,太郎保育園,ﾀﾛｳﾎｲｸｴﾝ,太郎保育園　おやつ,819-0384,福岡市西区太郎丸2-7-3,,092-806-2821,092-806-2874,1,0,0,99,0,0,0,1,99,1,12700,0,0,0,,,,1,1,0,1,2,2015/07/27 9:39:07
12800,こじか保育園,ｺｼﾞｶﾎｲｸｴﾝ,こじか保育園,819-0383,福岡市西区田尻1-7-21,,092-807-8308,092-807-9089,1,0,0,99,0,0,0,1,99,1,12800,0,0,0,,,,1,1,0,1,2,2015/09/24 17:08:17
12802,こじか保育園　おやつ,ｺｼﾞｶﾎｲｸｴﾝ ｵﾔﾂ,こじか保育園　おやつ,819-0383,福岡市西区田尻1-7-21,,092-807-8308,092-807-9089,1,0,0,99,0,0,0,1,99,1,12800,0,0,0,,,,1,1,0,1,2,2015/09/24 17:08:32
12803,こじか保育園,ｺｼﾞｶﾎｲｸｴﾝ,こじか保育園　おやつ,819-0383,福岡市西区田尻1-7-21,,092-807-8308,092-807-9089,1,0,0,99,0,0,0,1,99,1,12800,0,0,0,,,,1,1,0,1,2,2015/07/27 9:38:57
12900,児童発達支援　いろは　そうり,ｲﾛﾊ ｿｳﾘ,児童発達支援　いろは　そうり,816-0813,福岡県春日市惣利2-35,本田コーポ１F,092-558-6559,092-558-6560,1,0,0,99,0,0,0,0,99,1,12900,0,0,338,,,,1,1,0,1,5,2025/03/31 11:17:50
12910,児童発達支援　いろは,ｼﾞﾄﾞｳﾊｯﾀﾂｼｴﾝ ｲﾛﾊ,児童発達支援　いろは　,816-0802,春日市春日原北町1-3-52,パークハウス春日原ステーションレジデンス１F１B,092-707-8570,092-707-8571,1,0,0,99,0,0,0,0,99,1,12910,0,0,338,,,,1,1,0,1,2,2024/03/01 15:12:58
13000,学校法人奈良屋学園　奈良屋幼稚園,ｶﾞｯｺｳﾎｳｼﾞﾝﾅﾗﾔｶﾞｸｴﾝ ﾅﾗﾔﾖｳﾁｴﾝ,奈良屋幼稚園,812-0023,福岡市博多区奈良屋町1-6,,092-291-3554,092-291-3557,1,0,0,99,0,0,0,1,99,1,13000,0,0,105,,,,1,1,0,1,3,2023/04/14 13:29:43
13001,奈良屋幼稚園　（別注）,ﾅﾗﾔﾖｳﾁｴﾝ ﾍﾞｯﾁｭｳ(),奈良屋幼稚園　別注,812-0023,福岡市博多区奈良屋町1-6,,092-291-3554,,1,0,0,99,0,0,0,1,99,1,13001,0,0,105,,,,1,1,0,1,2,2025/09/02 15:23:27
13002,奈良屋幼稚園　奥田先生,ﾅﾗﾔﾖｳﾁｴﾝ ｵｸﾀﾞ,奈良屋幼稚園　奥田先生,812-0023,福岡市博多区奈良屋町1-6,,092-291-3554,,1,0,0,99,0,0,0,1,99,1,13002,0,0,105,,,,1,1,0,1,2,2025/09/02 15:24:05
13003,奈良屋幼稚園　実習生,ｶﾞｯｺｳﾎｳｼﾞﾝﾅﾗﾔｶﾞｸｴﾝ ﾅﾗﾔﾖｳﾁｴﾝ ｵｸ,奈良屋幼稚園　実習生,812-0023,福岡市博多区奈良屋町1-6,,092-291-3554,,1,0,0,99,0,0,0,1,99,1,13003,0,0,105,,,,1,1,0,1,2,2017/01/20 10:32:20
13004,奈良屋幼稚園　先生,ｶﾞｯｺｳﾎｳｼﾞﾝﾅﾗﾔｶﾞｸｴﾝ ﾅﾗﾔﾖｳﾁｴﾝ ｾﾝ,奈良屋幼稚園　先生,812-0023,福岡市博多区奈良屋町1-6,,092-291-3554,,1,0,0,99,0,0,0,1,99,1,13004,0,0,105,,,,1,1,0,1,3,2023/04/14 13:30:48
13005,奈良屋幼稚園　平田先生,ﾅﾗﾔﾖｳﾁｴﾝ ﾋﾗﾀｾﾝｾｲ,奈良屋幼稚園　平田先生,812-0023,福岡市博多区奈良屋町1-6,,092-291-3554,,1,0,0,99,0,0,0,1,99,1,13005,0,0,105,,,,1,1,0,1,2,2025/09/02 15:24:31
13100,英進館,ｴｲｼﾝｶﾝ,英進館,,,,,,0,0,0,0,0,0,0,0,0,1,13100,0,0,0,,,,0,1,0,1,2,2015/08/18 9:05:43
13200,淑明学園　心をゆさぶる共育の学舎,ｺｺﾛｦﾕｻﾌﾞﾙｷｮｳｲｸﾉﾏﾅﾋﾞﾔ,心をゆさぶる共育の学舎,813-0011,福岡市東区香椎1-10-3,,092-671-9684,092-671-9676,1,0,0,99,0,0,0,1,99,1,13200,0,0,0,,,,1,1,0,1,2,2015/08/28 15:39:51
13300,スマイルガーデン幼児園,ｽﾏｲﾙｶﾞｰﾃﾞﾝﾖｳｼﾞｴﾝ,スマイルガーデン,,春日市春日公園７丁目-100,,090-2719-4892,092-922-1088,1,0,0,99,0,0,0,1,99,1,13300,0,0,339,,,,1,1,0,1,2,2015/12/18 11:28:23
13400,星の原保育園,ﾎｼﾉﾊﾗﾎｲｸｴﾝ,星の原保育園,814-0162,福岡市早良区星の原団地68-1,,092-801-5188,,1,0,0,99,0,0,0,1,99,1,13400,0,0,0,,,,1,1,0,1,2,2015/10/06 9:48:44
13500,いずみ保育園,ｲｽﾞﾐﾎｲｸｴﾝ,いずみ保育園,815-0063,福岡市南区柳河内2丁目6-69,,092-512-0077,092-512-0138,1,0,0,99,0,0,0,1,99,1,13500,0,0,221,,,,1,1,0,1,2,2016/01/26 11:35:59
13502,いずみ保育園　（先生用）,ｲｽﾞﾐﾎｲｸｴﾝ (ｾﾝｾｲﾖｳ),いずみ保育園,815-0063,福岡市南区柳河内2丁目6-69,,092-512-0077,092-512-0138,1,0,0,99,0,0,0,1,99,1,13502,0,0,221,,,,1,1,0,1,2,2016/01/27 11:46:06
13600,キンダーキッズインターナショナルスクール,ｷﾝﾀﾞｰｷｯｽﾞｲﾝﾀｰﾅｼｮﾅﾙｽｸｰﾙ,ｷﾝﾀﾞｰｷｯｽﾞ,814-0001,福岡市早良区百道浜2丁目4-27,福岡ＡＩﾋﾞﾙ　１Ｆ,092-832-6828,092-832-6829,1,0,0,99,0,0,0,1,99,1,13600,0,0,467,,,,1,1,0,1,5,2017/05/10 11:15:46
13700,輝育塾　春日教室,ｷｲｸｼﾞｭｸ,輝育塾,816-0824,福岡県春日市小倉2-149-1,サンヒルズ小倉1F,092-502-3275,092-502-3275,1,0,0,99,0,0,0,1,99,1,13700,0,0,0,,,,1,1,0,1,5,2016/06/02 14:45:30
13800,あすなろ保育園,ｱｽﾅﾛﾎｲｸｴﾝ,あすなろ保育園,811-2415,粕屋郡篠栗町津波黒671-1,,948-2263,948-2333,1,0,0,99,0,0,0,1,99,1,13800,0,0,0,,,,0,0,0,1,6,2020/02/06 12:49:46
13900,東京インターナショナルスクール　大濠キンダーガーテン,ﾄｳｷｮｳｲﾝﾀｰﾅｼｮﾅﾙｽｸｰﾙ ｵｵﾎﾘｷﾝﾀﾞｰｶﾞ,大濠キンダーガーテン　web,810-0053,福岡市中央区鳥飼1-4-53,,718-7772,718-7773,1,0,0,99,0,0,0,1,0,1,13900,0,0,467,,,,0,0,0,1,2,2025/09/10 14:05:33
13902,東京インターナショナルスクール　大濠アフタースクール,ｵｵﾎﾘｱﾌﾀｰｽｸｰﾙｲﾝﾀｰﾅｼｮﾅﾙｽｸｰﾙｱﾌﾀｰｽ,大濠アフタースクール,810-0053,福岡市中央区鳥飼1-4-53,,718-7772,718-7773,1,0,0,99,0,0,0,1,0,1,13902,0,0,0,,,,1,0,0,1,2,2025/09/10 14:11:49
13903,東京インターナショナルスクール　大濠アフタースクール（先生）,ｵｵﾎﾘｱﾌﾀｰｽｸｰｲﾝﾀｰﾅｼｮﾅﾙｽｸｰﾙｱﾌﾀｰｽｸ,大濠アフタースクール　先生,810-0053,福岡市中央区鳥飼1-4-53,,718-7772,718-7773,1,0,0,99,0,0,0,1,0,1,13903,0,0,0,,,,1,0,0,1,2,2025/09/02 16:14:15
13904,東京インターナショナルスクール　大濠アフタースクール先生2,ｵｵﾎﾘｱﾌﾀｰｽｸｰ,大濠アフタースクール先生2,810-0053,福岡市中央区鳥飼1-4-53,,718-7772,718-7773,1,0,0,99,0,0,0,1,0,1,13904,0,0,0,,,,0,0,0,1,2,2025/09/02 16:15:04
13905,東京インターナショナルスクール　大濠アフタースクール　別注,ｵｵﾎﾘｱﾌﾀｰｽｸｰ,大濠アフタースクール別注,810-0053,福岡市中央区鳥飼1-4-53,,718-7772,718-7773,1,0,0,99,0,0,0,1,0,1,13905,0,0,0,,,,1,0,0,1,2,2025/09/02 16:15:34
13906,大濠キンダーガーテン　別注（外税）,ｵｵﾎﾘｷﾝﾀﾞｶﾞｰｷﾝﾀﾞｰｶﾞｰﾃﾝ,大濠キンダーガーテン別注,810-0053,福岡市中央区鳥飼1-4-53,,718-7772,718-7773,1,0,0,99,0,0,0,1,0,1,13906,0,0,0,,,,1,1,0,1,2,2025/09/10 14:12:10
13907,大濠キンダーガーテン　別注　内税,ｵｵﾎﾘｷﾝﾀﾞｶﾞｰﾃﾝ,大濠キンダーガーテン別注,810-0053,福岡市中央区鳥飼1-4-53,,718-7772,718-7773,1,0,0,99,0,0,0,1,0,1,13907,0,0,0,,,,1,0,0,1,2,2025/09/02 16:16:51
13908,大濠キンダーガーテン　別注2　内税,ｵｵﾎﾘｷﾝﾀﾞｶﾞｰﾃﾝ,大濠キンダーガーテン別注2,810-0053,福岡市中央区鳥飼1-4-53,,718-7772,718-7773,1,0,0,99,0,0,0,1,0,1,13908,0,0,0,,,,1,0,0,1,2,2025/09/02 16:17:32
14000,ハグポン　藤崎教室,ﾊｸﾞﾎﾟﾝ ﾌｼﾞｻｷｷｮｳｼﾂ,ハグポン,814-0011,福岡市早良区高取1丁目1-22,高取田中ビル1F,092-831-0001,092-831-0001,1,0,0,99,0,0,0,1,99,1,14000,0,0,0,,,,1,1,0,1,6,2017/08/07 14:10:28
14100,まなび保育園,ﾏﾅﾋﾞﾎｲｸｴﾝ,まなび保育園,815-0033,福岡市南区大橋2-16-110号,,092-511-8760,092-555-3673,1,0,0,99,0,0,0,1,99,1,14100,0,0,220,,,,1,1,0,1,2,2016/03/28 9:18:08
14102,まなび保育園　先生用,ﾏﾅﾋﾞﾎｲｸｴﾝ ｾﾝｾｲﾖｳ,まなび保育園,815-0033,福岡市南区大橋2-16-110号,,092-511-8760,092-555-3673,1,0,0,99,0,0,0,1,99,1,14102,0,0,220,,,,1,1,0,1,2,2016/06/09 16:11:01
14200,社会福祉法人大楠会　平野保育園,ｼｬｶｲﾌｸｼﾎｳｼﾞﾝｵｵｸｽｶｲ ﾋﾗﾉﾎｲｸｴﾝ,平野保育園,816-0971,福岡県大野城市牛頸4丁目7番20号,,092-596-6200,092-596-1935,1,0,0,99,0,0,0,1,99,1,14200,0,0,335,,,,1,1,0,1,2,2016/04/13 15:20:50
14302,ナーサリーライムスクール　職員用,ﾅｰｻﾘｰﾗｲﾑｽｸｰﾙ ｼｮｸｲﾝﾖｳ,ﾅｰｻﾘｰﾗｲﾑ,814-0175,福岡県福岡市早良区田村6丁目21-7,,092-801-4302,092-801-4195,1,0,0,99,0,0,0,1,99,1,14302,0,0,0,,,,1,1,0,1,2,2016/07/25 9:02:47
14400,弥永保育園,ﾔﾅｶﾞﾎｲｸｴﾝ,弥永保育園,811-1322,福岡市南区弥永団地31-1,,092-571-0337,092-571-0523,1,0,0,99,0,0,0,1,99,1,14400,0,0,0,,,,1,1,0,1,2,2019/02/25 15:58:28
14500,おーるはっぴぃ,ｵｰﾙﾊｯﾋﾟｨ,おーるはっぴぃ,815-0033,福岡市南区大橋1-1-17,サンシャイン東602,210-7615,210-7615,1,0,0,99,0,0,0,1,99,1,14500,0,0,460,,,,1,1,0,1,2,2018/03/20 10:09:55
14502,おーるはっぴぃ　先生用,ｵｰﾙﾊｯﾋﾟｨ ｾﾝｾｲﾖｳ,おーるはっぴぃ　先生用,815-0033,福岡市南区大橋1-1-17,サンシャイン東602,080-2780-2625,,1,0,0,99,0,0,0,1,99,1,14502,0,0,221,,,,1,1,0,1,6,2016/08/31 9:39:41
14600,田島保育園,ﾀｼﾞﾏﾎｲｸｴﾝ,田島保育園,814-0113,福岡県福岡市城南区田島2-28,,092-822-4568,092-822-4795,1,0,0,99,0,0,0,1,99,1,14600,0,0,0,,,,1,1,0,1,2,2016/10/12 17:26:39
14700,アメリカンチャターボックス,ｱﾒﾘｶﾝﾁｬﾀｰﾎﾞｯｸｽ,アメリカンチャターボックス,,福岡市早良区百道浜1丁目,3-70-5212,092-847-6615,092-847-6631,1,0,0,99,0,0,0,1,99,1,14700,0,0,469,,,,1,1,0,1,6,2017/01/06 12:50:16
14710,アメリカンチャターボックス大名校,ｱﾒﾘｶﾝﾁｬﾀｰﾎﾞｯｸｽﾀﾞｲﾐｮｳｺｳ,アメリカンチャターボックス大名,,福岡市中央区大名2丁目6-53ガーデンシティ　テラス棟3階,,092-707-3181,092-707-3182,1,0,0,99,0,0,0,1,99,1,14710,0,0,470,,,,1,1,0,1,7,2024/01/29 15:04:19
14720,アメリカンチャターボックス浄水校,ｱﾒﾘｶﾝﾁｬﾀｰﾎﾞｯｸｽｼﾞｮｳｽｲｺｳ,アメリカンチャター浄水校,810-0028,福岡市中央区浄水通3-3浄水フラッツ401,,092-401-5577,092-401-5578,1,0,0,99,0,0,0,1,99,1,14720,0,0,469,,,,1,1,0,1,2,2025/09/02 16:17:51
14800,西新保育園,ﾆｼｼﾞﾝﾎｲｸｴﾝ,西新保育園,814-0004,福岡市早良区曙1丁目3-26,,092-821-7969,092-821-4209,1,0,0,99,0,0,0,1,99,1,14800,0,0,0,,,,1,1,0,1,2,2016/10/19 16:41:05
14900,若久たんぽぽ保育園,ﾜｶﾋｻﾀﾝﾎﾟﾎﾟﾎｲｸｴﾝ,たんぽぽ保育園,815-0042,福岡市南区若久3丁目14-25,,092-562-4152,092-562-4152,1,0,0,99,0,0,0,1,99,1,14900,0,0,210,,,,1,1,0,1,2,2017/01/12 16:32:31
15000,博多みなみ保育園,ﾊｶﾀﾐﾅﾐﾎｲｸｴﾝ,博多みなみ保育園,811-1213,福岡県那珂川市中原3-124　ラ・シュネガ1F1号室,,092-986-4431,092-985-7631,1,0,0,99,0,0,0,1,10,1,15000,0,0,260,,,,1,1,0,1,7,2022/03/24 11:07:37
15010,みなみの風保育園,ﾐﾅﾐﾉｶｾﾞﾎｲｸｴﾝ,みなみの風保育園,811-1213,福岡県那珂川市中原2-124　,,092-985-7631,,1,0,0,99,0,0,0,1,10,1,15010,0,0,260,,,,1,1,0,1,7,2023/11/15 16:49:12
15100,福岡朝鮮初級学校　附属幼稚園,ﾌｸｵｶﾁｮｳｾﾝｼｮｷｭｳｶﾞｯｺｳﾌｿﾞｸﾖｳﾁｴﾝ,朝鮮幼稚園,811-0202,福岡市東区和白5丁目17-1,,092-606-4611,092-606-4612,1,0,0,99,0,0,0,1,99,1,15100,0,0,0,,,,1,1,0,1,2,2025/09/02 16:20:02
